0,1,2,3,4,5,6
0.0,-1e+18,-1e+18,-1e+18,-1e+18,-1e+18,-1e+18
0.0,5.996346738223639,9.937606295094815,12.294600417484668,13.801369884517339,-1e+18,-1e+18
0.0,5.996346738223639,9.937606295094815,12.294600417484668,13.801369884517339,14.341331459657267,14.74549226011176
0.0,5.996346738223639,9.937606295094815,12.294600417484668,13.909624589708274,15.416394056740945,16.501977358009096
0.0,5.996346738223639,9.937606295094815,12.294600417484668,13.909624589708274,15.416394056740945,16.501977358009096
0.0,5.996346738223639,9.937606295094815,12.294600417484668,14.145919154868087,15.760943327091693,17.267712794124364
0.0,5.996346738223639,9.95253934904456,13.893798905915737,16.435235698988357,18.79222982137821,20.655048720580595
0.0,5.996346738223639,9.95253934904456,13.893798905915737,16.435235698988357,18.79222982137821,20.658077877566683
0.0,5.996346738223639,9.95253934904456,13.893798905915737,16.435235698988357,18.79222982137821,20.958226394326587
0.0,5.996346738223639,10.823693734081605,14.779886344902526,18.721145901773703,21.84408997696773,24.38552677004035
0.0,6.188432939777206,12.184779678000844,17.01212667385881,21.0921734603711,25.04836607119202,28.989625628063198
0.0,6.188432939777206,12.184779678000844,17.01212667385881,21.0921734603711,25.04836607119202,28.989625628063198
